County,Sex,Occode,final_result,Count,Year,Occupation_String,HISCO_x,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,standardized_llm,OccCANINE_Check,all_predicted_hisco,prediction_count,prediction_details
"London (Parts Of Middlesex, ",Female,787,schoolmaster,4,1881,schoolars,99999,99999,SCHOLARS ETC,Unspecified worktitle or several titles,,schoolmaster,professional_clerical,0.8754845474860647,False,acceptable_quality,[],False,,"[[13020, np.float32(0.7643396), 'Teacher, Level and Subject Unknown, Not University and Higher Education Level']]",,,
"London (Parts Of Middlesex, ",Male,73,apprentice wood engravers,4,1881,wood engravers apprentice,16150,16150,ENGRAVERS (ARTISTS) AND LITHOGRAPHIC ARTISTS,Engraver and Etcher (Artistic),moderate,apprentice wood engravers,other,0.8571118847837225,False,acceptable_quality,[],False,,"[[16150, np.float32(0.93637186), 'Engraver and Etcher (Artistic)']]",,,
"London (Parts Of Middlesex, ",Female,46,nurse,3,1881,a nurse,7110,7110,NURSES (MEDICAL NOT DOMESTIC) INCLUDING POOR LAW NURSES,"Professional Nurse, General",,nurse,domestic_service,0.8314416997157932,False,acceptable_quality,[],False,,"[[7110, np.float32(0.97028697), 'Professional Nurse, General']]",,,
"London (Parts Of Middlesex, ",Female,84,domestic servant,3,1881,housemaid domestic servant,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,domestic servant,domestic_service,0.6847181504403131,False,acceptable_quality,[],False,,"[[54020, np.float32(0.6235003), 'House Servant'], [62120, np.float32(0.33755952), 'Farm Servant']]",,,
"London (Parts Of Middlesex, ",Female,283,assistant hat,3,1881,assistant hat,3200,3200,TECHNICIANS (UNSPECIFIED),"Technician, Specialisation Unknown",,assistant hat,other,0.9,False,acceptable_quality,[],False,,"[[94990, np.float32(0.39570218), 'Other Production and Related Workers Not Elsewhere Classified']]",,,
"London (Parts Of Middlesex, ",Female,438,cabinet maker wife,3,1881,cabinet makers wife,81190,81190,FURNITURE AND FITTINGS - OTHERS,Other Cabinetmakers,,cabinet maker wife,family_dependent,0.8018609804861693,False,acceptable_quality,[],False,,"[[81190, np.float32(0.6599932), 'Other Cabinetmakers']]",,,
"London (Parts Of Middlesex, ",Male,166,dock labourer,3,1881,docklabourer,97120,97120,"STEVEDORES, WHARF AND DOCK LABOURERS",Docker,simple,dock labourer,transport_communication,1.0,False,acceptable_quality,[],False,,"[[97120, np.float32(0.9269088), 'Docker']]",,,
"London (Parts Of Middlesex, ",Male,438,chair back maker,3,1881,chair back maker,81190,81190,FURNITURE AND FITTINGS - OTHERS,Other Cabinetmakers,,chair back maker,other,0.9,False,acceptable_quality,[],False,,"[[81190, np.float32(0.939032), 'Other Cabinetmakers']]",,,
"London (Parts Of Middlesex, ",Male,487,labourer soap works,3,1881,labourer soap works,74730,74220,SOAP BOILERS AND MAKERS,Cooker (Chemical and Related Processes),,labourer soap works,general_labour,0.9,False,acceptable_quality,[],False,,"[[99910, np.float32(0.6593791), 'Labourer']]",,,
"London (Parts Of Middlesex, ",Male,687,late coal merchant,3,1881,late corn merchant,41010,41020,CORN FLOUR AND SEED MERCHANTS DEALERS,Working Proprietor (Wholesale Trade),moderate,late coal merchant,unemployed_seeking,0.810576023112368,False,acceptable_quality,[],False,,"[[41025, np.float32(0.98968714), 'Working Proprietor (Wholesale or Retail Trade)']]",,,
"London (Parts Of Middlesex, ",Female,84,assistant housekeeper,2,1881,housekeeper assistant,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,assistant housekeeper,domestic_service,0.8526918810605743,False,acceptable_quality,[],False,,"[[54020, np.float32(0.56345826), 'House Servant']]",,,
"London (Parts Of Middlesex, ",Female,84,servant house maid,2,1881,servant house maid,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,servant house maid,domestic_service,0.9,False,acceptable_quality,[],False,,"[[54020, np.float32(0.8137167), 'House Servant']]",,,
"London (Parts Of Middlesex, ",Female,522,mantle maker cutter,2,1881,mantle maker cutter,91020,91090,"CARD, STATIONERY MAKERS",Other Paper and Paperboard Products Makers,,mantle maker cutter,other,0.9,False,acceptable_quality,[],False,,"[[79190, np.float32(0.6803013), 'Other Tailors and Dressmakers']]",,,
"London (Parts Of Middlesex, ",Female,707,apprentice cigar making tobacconist,2,1881,apprentice cigar making tobacconist,41010,41030,TOBACCONISTS,Working Proprietor (Retail Trade),,apprentice cigar making tobacconist,other,0.9,False,acceptable_quality,[],False,,"[[78100, np.float32(0.29276234), 'Tobacco Preparer, Specialisation Unknown'], [78200, np.float32(0.41671526), 'Cigar Maker, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Female,788,carrier wife,2,1881,marriners wife,99999,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,,carrier wife,family_dependent,0.8080432500257353,False,acceptable_quality,[],False,,"[[13990, np.float32(0.76064557), 'Other Teachers']]",,,
"London (Parts Of Middlesex, ",Female,791,milk carrier daughter,2,1881,milk carrier daughter,99999,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,milk carrier daughter,family_dependent,0.9,False,acceptable_quality,[],False,,"[[99930, np.float32(0.44441018), 'Factory Worker']]",,,
"London (Parts Of Middlesex, ",Male,119,clerk leather merchants,2,1881,clerk leather merchants,39310,30000,COMMERCIAL OR BUSINESS CLERKS,"Clerical or Related Worker, Specialisation Unknown",,clerk leather merchants,professional_clerical,0.9,False,acceptable_quality,[],False,,"[[30000, np.float32(0.53314847), 'Clerical or Related Worker, Specialisation Unknown'], [39310, np.float32(0.43984658), 'Office Clerk, General']]",,,
"London (Parts Of Middlesex, ",Male,360,waggon maker ry,2,1881,waggon maker ry,81300,81920,"RAILWAY--COACH, WAGON MAKER",CoachBody Builder,,waggon maker ry,other,0.54,True,unchanged_with_some_invalid_words,['ry'],False,waggon maker ry,[],,,
"London (Parts Of Middlesex, ",Male,697,grocers,2,1881,grocers assnt,41010,41030,GROCERS TEA DEALERS,Working Proprietor (Retail Trade),,grocers assnt,food_drink,0.54,True,unchanged_with_some_invalid_words,['assnt'],False,grocers assnt,[],,,
"London (Parts Of Middlesex, ",Male,791,visiting,2,1881,visiting,99999,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,visiting,other,0.9,False,acceptable_quality,[],False,,[],,,
"London (Parts Of Middlesex, ",Female,2,assistant supervisor postboy office telegraphist,1,1881,assistant supervisor post office telegraphist,37020,37020,OTHER POST OFFICE OFFICERS AND CLERKS,Mail Sorting Clerk,complex,assistant supervisor postboy office telegraphist,transport_communication,0.8139628258592757,False,acceptable_quality,[],False,,"[[22000, np.float32(0.22645596), 'Supervisor, Foreman or Inspector, Specialisation Unknown'], [31000, np.float32(0.507788), 'Government Executive Official, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Female,28,annuitant w of clergyman of church of england,1,1881,annuitant w of clergyman of church of england,14120,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,complex,annuitant w of clergyman of church of england,other,0.7200000000000001,False,unchanged_with_few_invalid_words,['w'],False,,"[[14120, np.float32(0.9862468), 'Minister of Religion']]",,,
"London (Parts Of Middlesex, ",Female,28,lode,1,1881,lode,14120,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,simple,lode,other,0.9,False,acceptable_quality,[],False,,"[[13100, np.float32(0.43594232), 'University and Higher Education Teacher, Subject Unknown']]",,,
"London (Parts Of Middlesex, ",Female,30,genlservtdomestic,1,1881,genlservtdomestic,14120,14120,"MINISTER, PRIEST, OF UNITED FREE CHURCH",Minister of Religion,simple,genlservtdomestic,other,0.27,True,unchanged_with_many_invalid_words,['genlservtdomestic'],False,genlservtdomestic,"[[54020, np.float32(0.9252354), 'House Servant']]",,,
"London (Parts Of Middlesex, ",Female,76,musician,1,1881,muscian,17120,17140,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Instrumentalist,simple,musician,personal_service,1.0,False,acceptable_quality,[],False,,"[[17140, np.float32(0.99063814), 'Instrumentalist']]",,,
"London (Parts Of Middlesex, ",Female,84,monthly,1,1881,monthly,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,simple,monthly,other,0.9,False,acceptable_quality,[],False,,"[[6100, np.float32(0.22261609), 'Medical Doctor, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Female,84,servant dom uneployed,1,1881,servant dom uneployed,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,servant dom uneployed,domestic_service,0.54,True,unchanged_with_some_invalid_words,['uneployed'],False,servant dom uneployed,"[[54020, np.float32(0.71151274), 'House Servant'], [62120, np.float32(0.330832), 'Farm Servant']]",,,
"London (Parts Of Middlesex, ",Female,98,cook,1,1881,cook d ser,53102,53130,COOKS (NOT DOMESTIC),"Cook, except Private Service",moderate,cook d ser,domestic_service,0.54,True,unchanged_with_some_invalid_words,['d'],False,cook d ser,"[[53100, np.float32(0.9898455), 'Cook, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Female,101,cook dom boarder,1,1881,cook dom boarder,53101,53140,COOKS (DOMESTIC: NON-RESIDENT),"Cook, Private Service",,cook dom boarder,domestic_service,0.9,False,acceptable_quality,[],False,,"[[53100, np.float32(0.9903446), 'Cook, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Female,339,grazier,1,1881,brazier,83890,83990,OTHER METAL WORKERS,"Other Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",simple,grazier,agricultural,0.8006650570736058,False,acceptable_quality,[],False,,"[[61110, np.float32(0.24037696), 'General Farmer']]",,,
"London (Parts Of Middlesex, ",Female,512,wire bristle brush maker,1,1881,wire  bristle brush maker,94290,94240,BRUSH AND BROOM MAKERS,Broom Maker (Hand),,wire bristle brush maker,manufacturing_other,0.8891818977568478,False,acceptable_quality,[],False,,"[[94290, np.float32(0.91026855), 'Other Basketry Weavers and Brush Makers']]",,,
"London (Parts Of Middlesex, ",Female,529,stationer fancy dealer,1,1881,stationer  fancy dealer,41010,41030,STATIONERS (ALL ASSUMED RETAIL/LAW STATIONERS),Working Proprietor (Retail Trade),,stationer fancy dealer,retail_trade,0.8882040123900088,False,acceptable_quality,[],False,,"[[41025, np.float32(0.8013263), 'Working Proprietor (Wholesale or Retail Trade)']]",,,
"London (Parts Of Middlesex, ",Female,628,leather bag maker draper,1,1881,leather bag maker draper,41010,41025,DRAPERS LINEN DRAPERS MERCERS,Working Proprietor (Wholesale or Retail Trade),,leather bag maker draper,retail_trade,0.9,False,acceptable_quality,[],False,,"[[80390, np.float32(0.89903146), 'Other Leather Goods Makers']]",,,
"London (Parts Of Middlesex, ",Female,646,late bonnet maker,1,1881,late straw bonnet maker,79340,79310,STRAW HAT MANUFACTURE,"Hat Maker, General",,late bonnet maker,unemployed_seeking,0.74030257087654,False,acceptable_quality,[],False,,"[[80390, np.float32(0.39428502), 'Other Leather Goods Makers']]",,,
"London (Parts Of Middlesex, ",Female,648,army cap maker accoutrement,1,1881,army cap maker accoutrement,79330,79310,CLOTH HAT CAP MANUFACTURE,"Hat Maker, General",,army cap maker accoutrement,public_service,0.9,False,acceptable_quality,[],False,,[],,,
"London (Parts Of Middlesex, ",Female,712,surgeons boarding housekeeper widow,1,1881,surgeons widow boarding housekeeper,51040,51040,LODGING AND BOARDING-HOUSE KEEPERS,Working Proprietor (Guest House),,surgeons boarding housekeeper widow,family_dependent,0.8852016460398319,False,acceptable_quality,[],False,,"[[54090, np.float32(0.49781507), 'Other Maids and Related Housekeeping Service Workers']]",,,
"London (Parts Of Middlesex, ",Female,772,income derived from freehold property,1,1881,income derived from freehold property,99999,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,,income derived from freehold property,other,0.9,False,acceptable_quality,[],False,,[],,,
"London (Parts Of Middlesex, ",Female,788,missionarys wife,1,1881,missionerys wife,99999,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,,missionerys wife,family_dependent,0.54,True,unchanged_with_some_invalid_words,['missionerys'],False,missionerys wife,"[[14130, np.float32(0.54712313), 'Missionary']]",,,
"London (Parts Of Middlesex, ",Female,789,fruiterer wife,1,1881,fruiterors wife,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,fruiterer wife,family_dependent,0.8760232731425781,False,acceptable_quality,[],False,,[],,,
"London (Parts Of Middlesex, ",Female,789,ironmongers packer wife,1,1881,ironmongers packer wife,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,ironmongers packer wife,family_dependent,0.9,False,acceptable_quality,[],False,,[],,,
"London (Parts Of Middlesex, ",Female,789,of admiral wife,1,1881,wife of admiral retired,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,of admiral wife,family_dependent,0.7094706252641485,False,acceptable_quality,[],False,,"[[58320, np.float32(0.6789164), 'Officer']]",,,
"London (Parts Of Middlesex, ",Female,789,stationer employing men and women wife,1,1881,stationer employing  men and  women wife,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,stationer employing men and women wife,family_dependent,0.797718323862013,False,multiple_occupation_excluded_from_llm_check,[],True,,"[[41030, np.float32(0.97053266), 'Working Proprietor (Retail Trade)']]","[[41030, np.float32(0.6705166), 'Working Proprietor (Retail Trade)']]; [[13990, np.float32(0.2724968), 'Other Teachers']]",2.0,"[{'hisco': ""[[41030, np.float32(0.6705166), 'Working Proprietor (Retail Trade)']]"", 'split_index': 0, 'occupation': 'stationer men'}, {'hisco': ""[[13990, np.float32(0.2724968), 'Other Teachers']]"", 'split_index': 1, 'occupation': 'women wife'}]"
"London (Parts Of Middlesex, ",Female,789,tobacconist wife,1,1881,tobocanist wife,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,tobocanist wife,family_dependent,0.54,True,unchanged_with_some_invalid_words,['tobocanist'],False,tobocanist wife,[],,,
"London (Parts Of Middlesex, ",Female,791,agricultural labourer,1,1881,husband a farm labourer,99999,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,agricultural labourer,agricultural,0.5052533545049774,False,acceptable_quality,[],False,,"[[99910, np.float32(0.6912365), 'Labourer']]",,,
"London (Parts Of Middlesex, ",Male,1,courier sorter gpo civil,1,1881,courier sorter g p o civil,38010,38000,"POST OFFICE - TELEGRAPHISTS, TELEPHONE OPERATORS","Telephone or Telegraph Operator, Specialisation Unknown",,courier sorter g p o civil,other,0.54,True,unchanged_with_some_invalid_words,"['g', 'p', 'o']",False,courier sorter g p o civil,"[[31000, np.float32(0.52913), 'Government Executive Official, Specialisation Unknown'], [33170, np.float32(0.24958643), 'Post Office Counter Clerk']]",,,
"London (Parts Of Middlesex, ",Male,2,clerk in meteorological office,1,1881,clerk in metlogical office,37020,33170,OTHER POST OFFICE OFFICERS AND CLERKS,Post Office Counter Clerk,,clerk in metlogical office,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['metlogical'],False,clerk in metlogical office,"[[30000, np.float32(0.81627244), 'Clerical or Related Worker, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Male,2,late travelling sorter gpo superannuated,1,1881,late travelling sorter g p o superannuated,37020,37020,OTHER POST OFFICE OFFICERS AND CLERKS,Mail Sorting Clerk,,late travelling sorter g p o superannuated,unemployed_seeking,0.54,True,unchanged_with_some_invalid_words,"['g', 'p', 'o']",False,late travelling sorter g p o superannuated,"[[43220, np.float32(0.7234134), 'Commercial Traveller']]",,,
"London (Parts Of Middlesex, ",Male,2,masters clerk central office royal courts of justice,1,1881,masters clerk central office royal courts of justice,37020,33170,OTHER POST OFFICE OFFICERS AND CLERKS,Post Office Counter Clerk,,masters clerk central office royal courts of justice,professional_clerical,0.9,False,acceptable_quality,[],False,,"[[31000, np.float32(0.5499255), 'Government Executive Official, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Male,2,private enquiry office gnrly,1,1881,private enquiry office g n rly,37020,37010,OTHER POST OFFICE OFFICERS AND CLERKS,"Mail Distribution Clerk, General",,private enquiry office g n rly,other,0.54,True,unchanged_with_some_invalid_words,"['g', 'n', 'rly']",False,private enquiry office g n rly,"[[58340, np.float32(0.97246593), 'Other Military Ranks']]",,,
"London (Parts Of Middlesex, ",Male,2,retired surveyor of taxes,1,1881,retired surveyor of taxes,37020,37090,OTHER POST OFFICE OFFICERS AND CLERKS,Other Mail Distribution Clerks,,retired surveyor of taxes,unemployed_seeking,0.9,False,acceptable_quality,[],False,,"[[44330, np.float32(0.3411306), 'Appraiser']]",,,
"London (Parts Of Middlesex, ",Male,8,civil service regents pk constable,1,1881,civil service regents pk constable,20200,20210,SENIOR OFFIALS AND OTHERS IN EAST INDIA SERVICE,Government Administrator,,civil service regents pk constable,other,0.7200000000000001,False,unchanged_with_few_invalid_words,['pk'],False,,"[[31000, np.float32(0.8926067), 'Government Executive Official, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Male,11,police inspector supernumerary,1,1881,m police inspector supperannuated,58220,58220,POLICE,Policeman and other Maintainers of Law and Order (except Military),,m police inspector supperannuated,public_service,0.54,True,unchanged_with_some_invalid_words,"['m', 'supperannuated']",False,m police inspector supperannuated,"[[58220, np.float32(0.89012223), 'Policeman and other Maintainers of Law and Order (except Military)']]",,,
"London (Parts Of Middlesex, ",Male,13,inspector of goods dept rly,1,1881,inspector goods dept  rly,58900,31090,"MUNICIPAL, PARISH, AND OTHER LOCAL OR COUNTY OFFICERS",Government Executive Officials Not Elsewhere Classified,,inspector goods dept rly,other,0.6915859204775482,True,modification_poor_result,"['dept', 'rly']",False,inspector goods dept rly,"[[31000, np.float32(0.8105279), 'Government Executive Official, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Male,13,rate and tax collector clerk,1,1881,rate and tax collector clk,58900,31090,"MUNICIPAL, PARISH, AND OTHER LOCAL OR COUNTY OFFICERS",Government Executive Officials Not Elsewhere Classified,,rate and tax collector clerk,professional_clerical,0.833520042706566,False,multiple_occupation_excluded_from_llm_check,['clk'],True,,"[[31000, np.float32(0.2461152), 'Government Executive Official, Specialisation Unknown'], [33990, np.float32(0.6378125), 'Other Bookkeepers, Cashiers and Related Workers']]","[]; [[33990, np.float32(0.63229764), 'Other Bookkeepers, Cashiers and Related Workers']]",2.0,"[{'hisco': '[]', 'split_index': 0, 'occupation': 'rate'}, {'hisco': ""[[33990, np.float32(0.63229764), 'Other Bookkeepers, Cashiers and Related Workers']]"", 'split_index': 1, 'occupation': 'tax collector clk'}]"
"London (Parts Of Middlesex, ",Male,15,schoolmaster wes local preacher,1,1881,schoolmaster wes local preacher,31090,31090,"MUNICIPAL, PARISH, AND OTHER LOCAL OR COUNTY WORKERS",Government Executive Officials Not Elsewhere Classified,,schoolmaster wes local preacher,professional_clerical,0.9,False,acceptable_quality,[],False,,"[[31000, np.float32(0.22939475), 'Government Executive Official, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Male,19,retired staff vety surgeon list madras army,1,1881,staff vety surgeon retired list madras army,58420,58320,ARMY OFFICERS (RETIRED),Officer,,retired staff vety surgeon list madras army,unemployed_seeking,0.8838454081220491,False,acceptable_quality,[],False,,"[[6100, np.float32(0.98010087), 'Medical Doctor, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Male,19,retired surgeon major lst,1,1881,surgeon major retired lst,58420,58320,ARMY OFFICERS (RETIRED),Officer,,retired surgeon major lst,unemployed_seeking,0.8705716902840996,False,acceptable_quality,[],False,,"[[6100, np.float32(0.97671616), 'Medical Doctor, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Male,21,late captn kings own light infantry militia,1,1881,late captn kings own light infantry militia,58430,58340,MILITIA & YEOMANRY MEN,Other Military Ranks,,late captn kings own light infantry militia,unemployed_seeking,0.7200000000000001,False,unchanged_with_few_invalid_words,['captn'],False,,"[[58320, np.float32(0.98783106), 'Officer']]",,,
"London (Parts Of Middlesex, ",Male,24,captain r n retired,1,1881,captn r n retired,58430,58340,MEN OF THE NAVY (INC COASTGUARDS),Other Military Ranks,,retired captn r n,unemployed_seeking,0.6637465343229157,True,modification_poor_result,"['captn', 'r', 'n']",False,retired captn r n,"[[58320, np.float32(0.85116386), 'Officer']]",,,
"London (Parts Of Middlesex, ",Male,27,superintendent of police,1,1881,superd m f b,58420,58340,MEN OF THE MARINES,Other Military Ranks,complex,superd m f b,other,0.27,True,unchanged_with_many_invalid_words,"['superd', 'm', 'f', 'b']",False,superd m f b,"[[58220, np.float32(0.80930996), 'Policeman and other Maintainers of Law and Order (except Military)']]",,,
"London (Parts Of Middlesex, ",Male,40,assistant clerk in a law office,1,1881,asst clerk in a law office,39340,39340,LAW CLERK,Legal Clerk,complex,asst clerk in a law office,professional_clerical,0.54,True,unchanged_with_some_invalid_words,"['asst', 'a']",False,asst clerk in a law office,"[[30000, np.float32(0.25267494), 'Clerical or Related Worker, Specialisation Unknown'], [39340, np.float32(0.729745), 'Legal Clerk']]",,,
"London (Parts Of Middlesex, ",Male,53,undergraduate of the university of london,1,1881,undergraduate of the university of london,13100,13100,UNIVERSITY TEACHERS,"University and Higher Education Teacher, Subject Unknown",,undergraduate of the university of london,other,0.9,False,acceptable_quality,[],False,,"[[13100, np.float32(0.98514473), 'University and Higher Education Teacher, Subject Unknown']]",,,
"London (Parts Of Middlesex, ",Male,81,billard marker barman,1,1881,billard marker  barman,59990,18020,BILLIARDS CRICKET AND OTHER GAMES SERVICE,Professional Sportsman,,billard marker barman,other,0.6903910480598322,True,modification_poor_result,['billard'],False,billard marker barman,"[[59990, np.float32(0.91297233), 'Other Service Workers Not Elsewhere Classified']]",,,
"London (Parts Of Middlesex, ",Male,88,assistant keeper of the gyts,1,1881,assistant keeper guitshall,64990,64990,GAMEKEEPER,"Other Fishermen, Hunters and Related Workers",,assistant keeper guitshall,other,0.54,True,unchanged_with_some_invalid_words,['guitshall'],False,assistant keeper guitshall,"[[55130, np.float32(0.5772068), 'Janitor']]",,,
"London (Parts Of Middlesex, ",Male,114,commercial traveller,1,1881,commercial traveller  book keeper,43090,43200,COMMERCIAL TRAVELLERS AND MANUFACTURERS' AGENTS,Commercial Travellers and Manufacturers Agents,,commercial traveller,professional_clerical,0.6295553982703039,False,acceptable_quality,[],False,,"[[43220, np.float32(0.9957522), 'Commercial Traveller']]",,,
"London (Parts Of Middlesex, ",Male,119,chelsea pensioner clerk,1,1881,chelsea pensioners clerk,39310,30000,COMMERCIAL OR BUSINESS CLERKS,"Clerical or Related Worker, Specialisation Unknown",,chelsea pensioner,public_service,0.4957872089519834,True,modification_poor_result,['chelsea'],False,chelsea pensioner,"[[30000, np.float32(0.66695184), 'Clerical or Related Worker, Specialisation Unknown'], [31000, np.float32(0.4990266), 'Government Executive Official, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Male,119,clerk at contractors,1,1881,clerk at contractors,39310,30000,COMMERCIAL OR BUSINESS CLERKS,"Clerical or Related Worker, Specialisation Unknown",,clerk at contractors,professional_clerical,0.9,False,acceptable_quality,[],False,,"[[30000, np.float32(0.3604919), 'Clerical or Related Worker, Specialisation Unknown'], [31000, np.float32(0.3379186), 'Government Executive Official, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Male,127,engine driver to builder,1,1881,engine driver to builder,98300,98320,RAILWAY ENGINE--DRIVER STOKER CLEANER,Railway Engine Driver,,engine driver to builder,building_construction,0.9,False,acceptable_quality,[],False,,"[[96910, np.float32(0.2769629), 'Stationary Engine Operator, General'], [98320, np.float32(0.85825074), 'Railway Engine Driver']]",,,
"London (Parts Of Middlesex, ",Male,134,laborer carriage cleaner,1,1881,laborer carriage cleaner ry,98490,54090,OTHER RAILWAY SERVANTS,Other Maids and Related Housekeeping Service Workers,,laborer carriage cleaner ry,other,0.54,True,unchanged_with_some_invalid_words,['ry'],False,laborer carriage cleaner ry,"[[55220, np.float32(0.8615204), 'Charworker'], [99910, np.float32(0.3018449), 'Labourer']]",,,
"London (Parts Of Middlesex, ",Male,137,sheriffs man,1,1881,sheriffs man,41010,41030,"MOTOR GARAGE ---PROPRIETOR, WORKER",Working Proprietor (Retail Trade),,sheriffs man,other,0.9,False,acceptable_quality,[],False,,"[[20210, np.float32(0.42425287), 'Government Administrator'], [31000, np.float32(0.69635695), 'Government Executive Official, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Male,138,omnibus cleaner,1,1881,omnibus cleaner,98550,98620,COACHMAN (NOT DOMESTIC): CABMAN,Animal-Drawn Vehicle Driver (Road),,omnibus cleaner,other,0.9,False,acceptable_quality,[],False,,"[[99910, np.float32(0.6363626), 'Labourer']]",,,
"London (Parts Of Middlesex, ",Male,145,boy bookseller men,1,1881,bookseller  men  boy,98550,97130,"VAN, ETC.---GUARD, BOY",Railway and Road Vehicle Loader,,boy bookseller men,other,0.8571414189633766,False,acceptable_quality,[],False,,[],,,
"London (Parts Of Middlesex, ",Male,163,bricklayer,1,1881,bricklayerlab,4290,98930,CANAL AND INLAND NAVIGATION SERVICE (ON SHORE),Lock Operator (Canal or Port),simple,bricklayer,building_construction,0.9963804818698382,False,acceptable_quality,[],False,,"[[6100, np.float32(0.2452841), 'Medical Doctor, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Male,171,boy boy newspaper errand,1,1881,newspaper boy errand boy,37040,97190,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Other Dockers and Freight Handlers,,boy boy newspaper errand,other,0.869157269016759,False,acceptable_quality,[],False,,"[[37040, np.float32(0.9392887), 'Messenger']]",,,
"London (Parts Of Middlesex, ",Male,171,boy errand fisherman,1,1881,errand boy fish,37040,58940,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Watchman,,boy errand fisherman,food_drink,0.6812533712232582,False,acceptable_quality,[],False,,"[[37040, np.float32(0.72924334), 'Messenger']]",,,
"London (Parts Of Middlesex, ",Male,257,apprentice house furnishers cabt maker,1,1881,house furnishers apprentice cabt maker,83230,83240,PATTERNMAKERS (UNDEFINED),Metal Pattern Maker (Foundry),,apprentice house furnishers cabt maker,other,0.8737418086701845,False,acceptable_quality,[],False,,"[[53100, np.float32(0.5910512), 'Cook, Specialisation Unknown']]",,,
"London (Parts Of Middlesex, ",Male,284,electricion,1,1881,electricion,85100,85320,ELECTRICAL CABLE MAKERS,Electrical Equipment Assembler,simple,electricion,other,0.27,True,unchanged_with_many_invalid_words,['electricion'],False,electricion,[],,,
"London (Parts Of Middlesex, ",Male,289,machine turner eng,1,1881,machine turner eng,83830,83220,TOOLMAKERS (AGRICULTURAL MACHINE AND IMPLEMENT MAKING),Tool and Die Maker,,machine turner eng,other,0.54,True,unchanged_with_some_invalid_words,['eng'],False,machine turner eng,"[[83320, np.float32(0.5298408), 'Lathe SetterOperator']]",,,
